,municipio,latitud,longitud,nombre local,categoría,dirección,distancia (m)
434,san-fernando-de-henares,40.4248548,-3.5350369,Elegant Bus,Bus Stop,"Avenida Aragón, 345, 28042 Madrid Comunidad de Madrid",2904
435,san-fernando-de-henares,40.4248548,-3.5350369,La Casa del Ruido,Recording Studio,"Teatinos, 9, 28823 Coslada Comunidad de Madrid",1767
436,san-fernando-de-henares,40.4248548,-3.5350369,Tecnicas de Sonorizacion,Recording Studio,"Avenida Ingeniero Conde de Torroja, 22, 28022 Madrid Comunidad de Madrid",3228
437,san-fernando-de-henares,40.4248548,-3.5350369,The Soundtrack Team Estudio,Recording Studio,"Avenida Castilla, 42, 28830 San Fernando de Henares Comunidad de Madrid",4394
438,san-lorenzo-de-el-escorial,40.5926673,-4.1471642,Croché Cafetín,Cocktail Bar,"Calle San Lorenzo, 6, 28200 El Escorial Comunidad de Madrid",172
439,san-lorenzo-de-el-escorial,40.5926673,-4.1471642,Pan y Canela,Café,"Plaza de la Cruz, 1, 28200 El Escorial Comunidad de Madrid",157
440,san-lorenzo-de-el-escorial,40.5926673,-4.1471642,Alaska,Café,"Plaza San Lorenzo, 4 (C. Rey), 28200 El Escorial Comunidad de Madrid",149
441,san-lorenzo-de-el-escorial,40.5926673,-4.1471642,Terraza los Jardincillos,Café,"Plaza San Lorenzo, 18, 28200 El Escorial Comunidad de Madrid",185
442,san-lorenzo-de-el-escorial,40.5926673,-4.1471642,caffetteria ristorante del Arte,Sandwich Spot,"Calle Floridablanca 12-14, 28200 El Escorial Comunidad de Madrid",227
443,san-lorenzo-de-el-escorial,40.5926673,-4.1471642,Rodilla,Café,"Calle Juan de Toledo, 5, 28200 San Lorenzo de El Escorial Madrid",292
444,san-martin-de-valdeiglesias,40.3625,-4.3986503,Bar la Estacion,Bar,"Avenida Madrid, 24, 28680 San Martín de Valdeiglesias Comunidad de Madrid",262
445,san-martin-de-valdeiglesias,40.3625,-4.3986503,Metro coffee - bar,Bar,"Calle Mecanicos, 9, 28680 San Martín de Valdeiglesias Comunidad de Madrid",1036
446,san-sebastian-de-los-reyes,40.5473698,-3.6260586,La Flor,Bar,"Calle Ruperto Chapi, 57, 28100 Alcobendas Comunidad de Madrid",1151
447,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Justo a Tu Gusto,Buffet,"Avenida de la Ermita, 2, 28108 Alcobendas Comunidad de Madrid",1579
448,san-sebastian-de-los-reyes,40.5473698,-3.6260586,La Casita de Chocolate,Café,"Calle de Miraflores, 1, 28100 Alcobendas Comunidad de Madrid",1091
449,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Restaurante Alcalá,Café,"Avenida España, 78, 28700 San Sebastián de los Reyes Comunidad de Madrid",867
450,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Cervecería Alonso,Beer Bar,"Avenida Madrid, 50 (C. Guipúzcoa), 28701 San Sebastián de los Reyes Comunidad de Madrid",1348
451,san-sebastian-de-los-reyes,40.5473698,-3.6260586,La Cañita,Night Club,"Calle Maestro Priego Lopez, 19, 28100 Alcobendas Comunidad de Madrid",2487
452,san-sebastian-de-los-reyes,40.5473698,-3.6260586,El Café de la Plaza,Café,"Plaza de la Constitución, 6, 28701 San Sebastián de los Reyes Comunidad de Madrid",24
453,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Cafetería Road,Café,"Calle Ramón Esteban, 1, 28701 San Sebastián de los Reyes Comunidad de Madrid",371
454,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Marabe,Café,"Calle Sacramento, 2, 28700 San Sebastián de los Reyes Comunidad de Madrid",376
455,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Vait,Café,"Avenida de Europa, 13, 28108 Alcobendas Comunidad de Madrid",4033
456,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Linea 4,Bus Stop,"Hermanos Carrasco Garrorena, 4, 06010  Badajoz",415
457,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Conservera Bromar,Natural Park,"Avenida Antonio Machado, 81, 28700 San Sebastián de los Reyes Madrid",1251
458,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Dopplermedia,Recording Studio,"Calle Valencia, 127, 28100 Alcobendas Comunidad de Madrid",1125
459,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Tempo Studio Records,Recording Studio,"Carretera de Fuencarral, 44, 28108 Alcobendas Comunidad de Madrid",2499
460,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Aaa.Sonido,Recording Studio,"Paseo de Guadalajara, 98, 28701 San Sebastián de los Reyes Madrid",1651
461,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Tecnison,Recording Studio,"Avenida Industria, 45, 28108 Alcobendas Madrid",2760
462,san-sebastian-de-los-reyes,40.5473698,-3.6260586,Dopplermedia,Recording Studio,"Sonrisa Fuente Lucha, 4, 28100 Alcobendas Madrid",2807
463,santa-maria-de-la-alameda,40.5958248,-4.2579208,Hermanos Díez,Café,"Calle Guzmán el Bueno, 6, Madrid Comunidad de Madrid",3144
464,serna-del-monte-la,41.0305793,-3.6252636,El Espolón,Bar,"Calle Real, 60, 28730 Buitrago del Lozoya Comunidad de Madrid",4328
465,serranillos-del-valle,40.2044509,-3.8851988,Ele,Café,"Calle Grama, 6, 28971 Griñón Comunidad de Madrid",3122
466,serranillos-del-valle,40.2044509,-3.8851988,La Gloria,Café,"Calle Espejuelo, 2, 45216 Carranque Castilla-La Mancha",4040
467,sevilla-la-nueva,40.3475422,-4.0275268,El Museo,Bar,"Plaza de España, 14, 28609 Sevilla la Nueva Comunidad de Madrid",56
468,talamanca-de-jarama,40.7454625,-3.5127366,Bar Heladeria Sole,Bar,"Urbanización Rosario, s/n, 28160 Talamanca de Jarama Comunidad de Madrid",331
469,tielmes,40.2465011,-3.3136206,El Talisman,Café,"Calle Vega, 19, 28550 Tielmes Comunidad de Madrid",197
470,tielmes,40.2465011,-3.3136206,Las Vegas,Café,"Autov. Levante, Km 37,87, 28540 Perales de Tajuña Comunidad de Madrid",3190
471,titulcia,40.1379148,-3.5709978,Swing Café,Bar,"Calle Capitán Antonio de Oro Pulido, 31, 28350 Ciempozuelos Comunidad de Madrid",4558
472,torrejon-de-ardoz,40.4587767,-3.4793343,Mayri,Café,"Calle Lisboa, 33, 28850 Torrejón de Ardoz Comunidad de Madrid",897
473,torrejon-de-ardoz,40.4587767,-3.4793343,Gran Café Praga,Café,"Calle de las Marquesas, 2, 28850 Torrejón de Ardoz Comunidad de Madrid",83
474,torrejon-de-ardoz,40.4587767,-3.4793343,New York,Bar,"Calle Hospital, 5, 28850 Torrejón de Ardoz Comunidad de Madrid",123
475,torrejon-de-ardoz,40.4587767,-3.4793343,Xapata,Bar,"Calle Ramón y Cajal, 7, Torrejón de Ardoz Comunidad de Madrid",134
476,torrejon-de-ardoz,40.4587767,-3.4793343,Cafés la Mexicana,Café,"Calle Enmedio, 10, 28850 Torrejón de Ardoz Comunidad de Madrid",141
477,torrejon-de-ardoz,40.4587767,-3.4793343,Cafeteria Montecarlo,Bar,"Avenida Constitución, 26, 28850 Torrejón de Ardoz Madrid",370
478,torrejon-de-ardoz,40.4587767,-3.4793343,Café de Baralia,Café,"Calle Londres, 1, 28850 Torrejón de Ardoz Comunidad de Madrid",384
479,torrejon-de-ardoz,40.4587767,-3.4793343,Asador Castilla,Café,"Avenida Fronteras, 14, 28850 Torrejón de Ardoz Comunidad de Madrid",415
480,torrejon-de-ardoz,40.4587767,-3.4793343,Tarahumara Lounge Café,Bar,"Las Viñas, 1, 28850 Torrejón de Ardoz Comunidad de Madrid",547
481,torrejon-de-ardoz,40.4587767,-3.4793343,El Centro,Café,"Avenida de la Constitución, 88-100, 28850 Torrejón de Ardoz Comunidad de Madrid",565
482,torrejon-de-ardoz,40.4587767,-3.4793343,The Soundtrack Team Estudio,Recording Studio,"Avenida Castilla, 42, 28830 San Fernando de Henares Comunidad de Madrid",1708
483,torrejon-de-la-calzada,40.2006804,-3.7993298,Zona Ocio ORANGE,Café,"Griñón, 6, 28991 Torrejón de la Calzada Comunidad de Madrid",184
484,torrejon-de-la-calzada,40.2006804,-3.7993298,Biergarten,Beer Bar,"Avenida de Juan Carlos I, 10, 28981 Parla Comunidad de Madrid",3851
485,torrejon-de-la-calzada,40.2006804,-3.7993298,Restaurante-Cafetería Alameda,Bar,"Avenida Juan Carlos I, 3, Parla Comunidad de Madrid",4365
486,torrejon-de-la-calzada,40.2006804,-3.7993298,Ele,Café,"Calle Grama, 6, 28971 Griñón Comunidad de Madrid",4445
487,torrejon-de-la-calzada,40.2006804,-3.7993298,Café Bar la Bruja Motera,Café,"Calle Moratalaz, 16, 28977 Casarrubuelos Comunidad de Madrid",4458
488,torrejon-de-la-calzada,40.2006804,-3.7993298,Bar la Perdiz,Café,"Calle San Anton, 34, 28982 Parla Comunidad de Madrid",4672
489,torrejon-de-la-calzada,40.2006804,-3.7993298,Idemm Estudios,Recording Studio,"Calle Hoyos, 10, 28981 Parla Comunidad de Madrid",4914
490,torrejon-de-velasco,40.1869283,-3.7769069,Zona Ocio ORANGE,Café,"Griñón, 6, 28991 Torrejón de la Calzada Comunidad de Madrid",2611
491,torrejon-de-velasco,40.1869283,-3.7769069,Biergarten,Beer Bar,"Avenida de Juan Carlos I, 10, 28981 Parla Comunidad de Madrid",4399
492,torrelodones,40.5762809,-3.928603,Cafe Babel,Movie Theater,"Calle Real, 39, 28250 Torrelodones Comunidad de Madrid",255
493,torrelodones,40.5762809,-3.928603,Churrería Pastorcito Chocolateria,Café,"Carnicería, 2, 28250 Torrelodones Comunidad de Madrid",50
494,torrelodones,40.5762809,-3.928603,Más Que Café,Café,"Calle José Sánchez Rubio, 16, 28250 Torrelodones Comunidad de Madrid",122
495,torrelodones,40.5762809,-3.928603,Animari,Café,"Avenida de la Fontanilla, 1, 28250 Torrelodones Comunidad de Madrid",1091
496,torrelodones,40.5762809,-3.928603,Cake Factory Café,Café,"Avenida de la Fontanilla, 1, 28250 Torrelodones Comunidad de Madrid",1108
497,torrelodones,40.5762809,-3.928603,El quiosco del Bulevar,Café,"Calle Rosario Manzaneque Nº 1 (Rosario Manzaneque 1), 28250 Torrelodones Comunidad de Madrid",2381
498,torrelodones,40.5762809,-3.928603,Marylebone,Café,"Calle Piamonte, 15, 28420 Galapagar Comunidad de Madrid",3355
499,torrelodones,40.5762809,-3.928603,Snacks,Café,"Cmno. Real, 1, Las Rozas Comunidad de Madrid",4753
500,torrelodones,40.5762809,-3.928603,Elefant Records,Recording Studio,"Calle del Doctor Palacios Carvajal, 1, 28250 Torrelodones Comunidad de Madrid",443
501,torrelodones,40.5762809,-3.928603,Piccolo,Recording Studio,"Calle Ángel Yagüe, 1, 28250 Torrelodones Madrid",2335
502,tres-cantos,40.6065826,-3.7065333,Sarah's Coffee House,Café,"Sector Foresta, 39, 28760 Tres Cantos Comunidad de Madrid",660
503,tres-cantos,40.6065826,-3.7065333,VIPS CC Tres Cantos,Burger Joint,"Avenida de los Labradores 9-11, 28760 Tres Cantos Comunidad de Madrid",817
504,tres-cantos,40.6065826,-3.7065333,Cafetería Pastelería Lusitania. Sabores de Portugal,Café,"Sector Oficios, 16, 28760 Tres Cantos Comunidad de Madrid",739
505,tres-cantos,40.6065826,-3.7065333,Lancara,Café,"Descobridores, 1, 28760 Tres Cantos Comunidad de Madrid",765
506,tres-cantos,40.6065826,-3.7065333,Cafeteria Lancara,Bar,"Sector de los Descubridores, 4, 28760 Tres Cantos Comunidad de Madrid",785
507,tres-cantos,40.6065826,-3.7065333,El Kiosco,Café,"Avenida Labradores, 9 (C.C. Ciudad Tres Cantos), 28760 Tres Cantos Comunidad de Madrid",812
508,tres-cantos,40.6065826,-3.7065333,Cafe Bar Trotaconventos,Bar,"Descubridores, 5, 28760 Tres Cantos Comunidad de Madrid",823
509,tres-cantos,40.6065826,-3.7065333,Cafeteria maná,Café,"Calle de Neptuno, 8 (Avenida de los artesanos), 28760 Tres Cantos Comunidad de Madrid",1085
510,tres-cantos,40.6065826,-3.7065333,Restaurante Cafetería Estación 3 Cantos,Café,"Avenida de los Labradores, 1, 28760 Tres Cantos Comunidad de Madrid",1149
511,tres-cantos,40.6065826,-3.7065333,Cafe 37,Bar,"Avenida de Viñuelas, 37, 28760 Tres Cantos Comunidad de Madrid",1173
512,valdemorillo,40.5016772,-4.0688878,La Espiga,Wine Bar,"Plaza de la Constitución, 13, 28210 Valdemorillo Comunidad de Madrid",56
513,valdemoro,40.1888604,-3.67143,La Llave,Café,"Calle Osa Menor, 12, 28341 Valdemoro Comunidad de Madrid",165
514,valdemoro,40.1888604,-3.67143,OM Restaurante Hindú,Café,"Paseo de la Estacion, 10, 28343 Valdemoro Comunidad de Madrid",362
515,valdemoro,40.1888604,-3.67143,Estrella de Elola cafeteria,Café,"Calle Estrella de Elola, 17, 28340 Valdemoro Comunidad de Madrid",693
516,valdemoro,40.1888604,-3.67143,La Terraza del Duque,Café,"Calle Libertad, 1, 28341 Valdemoro Madrid",808
517,valdemoro,40.1888604,-3.67143,Raulrestobar,Café,"Glorieta del Universo, 12, 28340 Valdemoro Comunidad de Madrid",1003
518,valdemoro,40.1888604,-3.67143,La Tortitas Cafeteria - Heladeria,Bar,"Avenida Mar Mediterráneo, s/n, 28341 Valdemoro Madrid",2292
519,valdemoro,40.1888604,-3.67143,Querol Alimentaria,Natural Park,"Carretera Huelva, 4, 28342 Valdemoro Madrid",2450
520,valdemoro,40.1888604,-3.67143,Opportunity-Records,Recording Studio,"Calle de Juno, 64, 28341 Valdemoro Comunidad de Madrid",1159
521,valdeolmos-alalpardo,40.6385429,-3.4532436,Ronabus,Bus Stop,"Carretera Algete - Casar de Talamanca, Nave, 6, 28130 Valdeolmos-Alalpardo Comunidad de Madrid",15
522,valdepielagos,40.7610144,-3.4656251,Bar Heladeria Sole,Bar,"Urbanización Rosario, s/n, 28160 Talamanca de Jarama Comunidad de Madrid",3995
523,valdetorres-de-jarama,40.6956481,-3.5146559,Pastelería Panadería el Arroyo,Bakery,"Calle Paseo Santísimo Cristo de los Ultrajes, 2, 28150 Valdetorres de Jarama Comunidad de Madrid",23
524,velilla-de-san-antonio,40.367166,-3.4874435,Dulce Café,Café,"Calle Margarita Xirgu, 2 (Avenida Plaza De Las Madres De Mayo), 28523 Rivas-Vaciamadrid Madrid",4565
525,velilla-de-san-antonio,40.367166,-3.4874435,Dunkin´España,Café,"Calle Marie Curie, 4, 28521 Rivas-Vaciamadrid Madrid",4727
526,velilla-de-san-antonio,40.367166,-3.4874435,Casa de la Cultura,Theater,"Plaza Ilustración, 9, 28840 Mejorada del Campo Comunidad de Madrid",3291
527,velilla-de-san-antonio,40.367166,-3.4874435,La Sabana CAFÉ,Bar,"Avenida de la Constitución, s/n, 28840 Mejorada del Campo Comunidad de Madrid",3296
528,velilla-de-san-antonio,40.367166,-3.4874435,Cafetería el Metro,Café,"Semiesquina Avenida Pablo Iglesias, 84, 28529 Rivas-Vaciamadrid Comunidad de Madrid",3717
529,velilla-de-san-antonio,40.367166,-3.4874435,Kremma,Café,"Calle Aurelio Álvarez, 4, 28521 Rivas-Vaciamadrid Comunidad de Madrid",4121
530,velilla-de-san-antonio,40.367166,-3.4874435,Pasteleria Bouquet,Café,"Calle María Zambrano, 3, 28522 Rivas-Vaciamadrid Comunidad de Madrid",4259
531,velilla-de-san-antonio,40.367166,-3.4874435,Boulevard 3,Café,"Radial, 3, Madrid Comunidad de Madrid",4506
532,velilla-de-san-antonio,40.367166,-3.4874435,Del Perú y Punto,Bar,"Calle Girasol, 6, 28522 Rivas-Vaciamadrid Comunidad de Madrid",4699
533,velilla-de-san-antonio,40.367166,-3.4874435,Cafeteria cairos,Café,"Avenida Levante, 124, 28521 Rivas-Vaciamadrid Comunidad de Madrid",4807
534,velilla-de-san-antonio,40.367166,-3.4874435,Parada 331 Pilar Miro-Jovellanos,Bus Stop,"Avenida de Pilar Miró 63, 28521 Rivas-Vaciamadrid Comunidad de Madrid",2806
535,velilla-de-san-antonio,40.367166,-3.4874435,Brazil,Recording Studio,"Calle de la Fundición, 4, 28522 Rivas-Vaciamadrid Comunidad de Madrid",4750
536,velilla-de-san-antonio,40.367166,-3.4874435,Cintabierta,Recording Studio,"Calle Lago Constanza, 90, 28521 Rivas-Vaciamadrid Comunidad de Madrid",4801
537,velilla-de-san-antonio,40.367166,-3.4874435,Heat Room,Recording Studio,"Aragon, 35, 28840 Mejorada del Campo Madrid",2153
538,velilla-de-san-antonio,40.367166,-3.4874435,Turtle Studio,Recording Studio,"Calle Sauces, 22, 28522 Rivas-Vaciamadrid Madrid",4550
539,vellon-el,40.7677965,-3.5820099,Restaurante Genova,Café,"Calle Puerto de Despeñaperros, s/n, 28729 Venturada Madrid",3117
540,vellon-el,40.7677965,-3.5820099,Www.audiosuite.es,Recording Studio,"Príncipe, 14, 28710 El Molar Madrid",3310
541,venturada,40.7985257,-3.6207369,Restaurante Genova,Café,"Calle Puerto de Despeñaperros, s/n, 28729 Venturada Madrid",1603
542,villamanta,40.2990939,-4.1090399,Cafeteria Sanzur,Café,"Avenida Generalisimo, 24 (Segovia), Villamanta Comunidad de Madrid",214
543,villanueva-de-la-canada,40.4472106,-4.002795,La Fuente,Café,"Calle del Olivar, 1-11, 28691 Villanueva de la Cañada Comunidad de Madrid",152
544,villanueva-de-la-canada,40.4472106,-4.002795,Churrería Puerta del Sol,Café,"Calle Real, 29, 28691 Villanueva de la Cañada Comunidad de Madrid",244
545,villanueva-de-la-canada,40.4472106,-4.002795,Producciones Concentricas,Recording Studio,"Calle del Campo, 14, 28690 Brunete Madrid",4836
546,villanueva-del-pardillo,40.4949232,-3.9600065,D'Tapas,Bar,"Avenida Juan Carlos I Nº3 (calle del campo), 28229 Villanueva del Pardillo Comunidad de Madrid",194
547,villanueva-del-pardillo,40.4949232,-3.9600065,La Historia,Bar,"Calle Míster Lodge, 21 (Calle Mister Lodge), 28229 Villanueva del Pardillo Comunidad de Madrid",396
548,villanueva-del-pardillo,40.4949232,-3.9600065,Snacks,Café,"Cmno. Real, 1, Las Rozas Comunidad de Madrid",4680
549,villanueva-del-pardillo,40.4949232,-3.9600065,Edificaciones Musicales,Recording Studio,"P.º San Francisco de Sales, s/n, 28003 Madrid Madrid",840
550,villar-del-olmo,40.3364465,-3.2355624,La Fontana,Café,"Plaza Centro Comercial la, 0, 28514 Nuevo Baztán Comunidad de Madrid",3215
551,villaviciosa-de-odon,40.3573787,-3.9002334,Pastelería Manacor,Café,"Calle Plasencia, 67, 28935 Móstoles Comunidad de Madrid",1735
552,villaviciosa-de-odon,40.3573787,-3.9002334,Cafetería Placebo's,Café,"Calle Carretas, 46, 28670 Villaviciosa de Odón Comunidad de Madrid",53
553,villaviciosa-de-odon,40.3573787,-3.9002334,Margaritas Cafe,Café,"Plaza Margaritas, 9, 28670 Villaviciosa de Odón Comunidad de Madrid",298
554,villaviciosa-de-odon,40.3573787,-3.9002334,Mokalia Móstoles,Café,"Avenida Alcalde de Móstoles, 27, 28933 Móstoles Comunidad de Madrid",3708
555,villaviciosa-de-odon,40.3573787,-3.9002334,Le Petit Café,Café,"Avenida Principe de Asturias, 199 (Camino Bispo), 28670 Villaviciosa de Odón Comunidad de Madrid",845
556,villaviciosa-de-odon,40.3573787,-3.9002334,Unity Deli by Sodexo (Corner a),Café,"Calle Tajo, s/n, 28670 Madrid Comunidad de Madrid",2342
557,villaviciosa-de-odon,40.3573787,-3.9002334,Sports Café,Café,"Calle Tajo, s/n, 28670 Madrid Comunidad de Madrid",2350
558,villaviciosa-de-odon,40.3573787,-3.9002334,Churrería Aviles,Bar,"Avenida Olímpica, 7, 28935 Móstoles Comunidad de Madrid",3650
559,villaviciosa-de-odon,40.3573787,-3.9002334,Cafes 1808,Café,"Calle Fragua, 6, 28933 Móstoles Comunidad de Madrid",3664
560,villaviciosa-de-odon,40.3573787,-3.9002334,Pound Café,Café,"Calle Salvador Dalí 2 (Calle Alonso Cano), 28933 Móstoles Comunidad de Madrid",3705
561,villaviciosa-de-odon,40.3573787,-3.9002334,Autocares Garmabus,Bus Stop,"Avenida del Alcalde de Móstoles, 9, 28932 Móstoles Comunidad de Madrid",4316
562,villaviciosa-de-odon,40.3573787,-3.9002334,Estudios Xlr,Recording Studio,"San Francisco, 21, 28670 Villaviciosa de Odón Madrid",414
563,villaviciosa-de-odon,40.3573787,-3.9002334,Lounge Music,Recording Studio,"Calle Joaquin Sorolla, 5, 28670 Villaviciosa de Odón Madrid",1064
564,villaviciosa-de-odon,40.3573787,-3.9002334,Monaguillo Records,Recording Studio,"Pintor Rosales, 6, 28932 Móstoles Madrid",4092
565,villaviciosa-de-odon,40.3573787,-3.9002334,Minino Records,Recording Studio,"Calle Pintor de Rosales, 6, 28932 Móstoles Madrid",4092
566,villavieja-del-lozoya,41.0063622,-3.6716291,El Espolón,Bar,"Calle Real, 60, 28730 Buitrago del Lozoya Comunidad de Madrid",3209
567,zarzalejo,40.5483016,-4.1815899,Coté Café,Café,"Calle del Venero, 6, 28293 Zarzalejo Comunidad de Madrid",162
